no	label	annotate	sentence
b_73	1		She writes more clearly than she speaks.
l-93	1		Teresa bottle fed the baby soy milk.
r-67	0	*	Maxwell isn't half the doctor that I know an African chief who is.
sks13	1		They cooked, thickened the soup.
g_81	0	*	I wonder who Bill saw and liked Mary.
c_13	1		I said that Bonny should do some dances from the Middle East.
sks13	0	*	Will not John go to school?
sks13	0	*	for John to hurt oneself is stupid.
l-93	0	*	The painting stole from the museum.
b_82	1		He began writing poems.
cj99	1		So intelligent a dog did you buy that everyone gasped.
d_98	1		Mary regretted that she did anything to help him.
ks08	0	*	Stephen persuaded it to be easy to please Kim.
l-93	1		Faustina sprayed the lilies.
r-67	1		All the students who the papers which they submitted were lousy I'm not going to allow to register next term.
gj04	1		Ron yawned himself awake.
m_02	0	*	Because in came Aunt Norris Fanny stopped talking.
m_02	1		Mr Knightley suggested that thieves would break into Hartfield.
bc01	1		It is illegal to park here.
ks08	1		Stephen believed there to be a fountain in the park.
c_13	1		Fred saw a spaceship in the linguistics lounge?
m_02	1		Dogs chase cats.
r-67	1		I called almost all of the men from Boston up.
r-67	0	*	Bill understands Mary and himself.
b_73	1		I'm as much sad as angry.
c_13	1		Eloise wants you to study a new language. assume to = T.
ks08	1		Fifteen dollars in a week is much.
ks08	0	*	I made to settle the matter my objective.
ks08	1		We just finished the final exam the result of which we can find out next week.
sks13	1		Mary noticed that John excessively appreciates himself.
ks08	1		John came from Seoul.
r-67	0	*	I have some papers to grade these exams and.
c_13	0	*	Who do you wonder what bought?
sgww85	0	*	John drinks coffee at 11, and Mary, tea at 10:30.
sks13	1		This girl in the red coat will put a picture of Bill on your desk after the dinner and before tomorrow.
r-67	0	*	I brought a razor with which to shave himself.
ks08	1		I am anxious for you to study English grammar hard.
c_13	1		Pictures of himself always disturb Milo.
c_13	1		I think that he eats asparagus.
bc01	1		More than two students attended every seminar.
l-93	0	*	Tall books stand on tables easily.
gj04	1		Sam got free by cutting his finger.
ks08	1		Have social problems made police work difficult?
l-93	1		The door slid shut.
ks08	1		John tries to be honest.
m_02	1		Ayala sent her cousin the diamond necklace.
sks13	1		John can go to the market on his bike on a truck.
sks13	1		Mary noticed John's excessive appreciation of himself.
r-67	1		I noticed his car in the driveway last night, your friend from Boston.
sgww85	1		Leslie was in the flood zone.
l-93	0	*	I sought for game in the woods.
l-93	1		Kelly adores French fabrics.
cj99	0	??	This is a problem that you solve it and you'll be able to tell the folks up at corporate headquarters to buzz off.
ks08	1		Do not end a sentence with a preposition.
ad03	0	*	We all thought he to be unhappy
bc01	0	*	We might go on vacation if we can ever figure out when to.
m_02	1		The answer is known to Sue.
sks13	0	*	Think about linguistics all night, she does think about linguistics all night.
ks08	1		He is writing another long book about beavers.
r-67	1		My father, he's Armenian, and my mother, she's Greek.
r-67	1		I'll work on it if no one else has worked on it.
ks08	0	*	Which professor did they meet someone who knows?
ks08	1		The person whom they intended to speak with agreed to reimburse us.
ad03	1		For you to do that would be a mistake.
r-67	1		Fred had a snake behind the car Joe was sitting in.
sks13	1		Does some student from Australia speak Chinese?
ks08	1		John looked up the meaning of ` chanson '.
bc01	1		Everyone had been worrying himself stiff.
l-93	1		The clown amused the children with his antics.
cj99	1		Whenever Bill smokes, Susan hates him all the more.
ad03	1		I am to eat macaroni.
l-93	1		I admired him for his courage.
ks08	1		Students studying English read Conrad's Heart of Darkness while at university.
ks08	0	*	the whistle tune was beautiful.
cj99	0	*	I wonder you ate how much.
d_98	1		Every philosopher is sometimes wrong, but he usually doesn't admit it.
c_13	1		You are taller than me.
d_98	0	*	Susan found any book she had been looking for at Borders.
l-93	1		Carla hit Bill's back.
g_81	1		How slowly would you say he was driving?
ks08	1		The knife that he threw into the sea had a gold handle.
bc01	0	*	What does who admire?
l-93	0	*	Hunger fainted Sharon.
c_13	1		Calvin will be eating.
ks08	1		John studied hard to pass the exam.
r-67	1		I believed the claim that Otto was wearing this hat.
m_02	1		Norman Lemming jumped off the cliff and William Lemming did so too.
ks08	1		It is an argument that people think will never end in Egypt.
bc01	0	*	John concluded Bill to be a fool.
sks13	1		It is to Cleveland that John drove the truck.
ks08	1		The car has been driven.
c_13	1		Jean is likely to leave.
bc01	1		Aren't I going?
l-93	1		Paul yawned.
ks08	0	*	What did Bill cook supper and wash?
ks08	0	*	John inquired that he should read it.
l-93	1		Each room sleeps five people.
c_13	1		Shannon sent Dan an email.
ad03	0	*	Who did Plato listen to DP Demosthenes' oration about?
sks13	1		Mary considers John proud of her.
b_73	1		I've never known more of a man than Frank.
c_13	0	*	Heidi said that Bill's pictures of herself were embarrassing.
m_02	1		Did Frank buy something for Jane.
c_13	1		Every book that Megan did Brandon read too.
sks13	0	*	That him won the race could surprise them.
l-93	1		Susan whispered.
cj99	1		The more that John gets upset by them, the more that stories about him seem to show up in the news.
ad03	0	*	He looked up it
ks08	1		This $500 bribe will cost the government $500,000 to prove that Senator Jones accepted.
bc01	1		Mag Wildwood came to introduce the bartender but I came precisely not to.
ks08	1		They have no TV.
c_13	0	*	Bunnies carrots eat.
l-93	1		In the hallway there ticked a grandfather clock.
l-93	1		Herman whipped the cream.
cj99	1		The more obnoxious Fred is, the less attention you should pay to him.
cj99	1		It is obvious that the more you eat, the less you want.
bc01	1		John seems to be likely to win.
bc01	0	?*	I know which book Mag read, and which book Bob asked why you hadn't.
ks08	0	*	The book, including all the chapters in the first section, are very interesting.
m_02	1		A piano was given to Jane Fairfax by Frank Churchill.
bc01	1		Mary considers John a fool and Bill a wimp.
rhl07	1		Felicia threw the ball out the window.
b_82	1		John is certain that the Mets will win.
m_02	1		Jane visits Emma.
ks08	0	*	Ann may spends her vacation in Italy.
l-93	1		The rod bent.
sks13	1		My nephew could write letters to his parents with a fountain pen with your help.
bc01	0	*	the road blocked with a stone.
c_13	1		I have eaten the beef waffles.
ks08	0	*	There sang a man with a pipe.
ks08	1		The ball was kicked by him.
ks08	1		Five pounds is a lot of money.
b_73	1		Mary doesn't have as many too many too many as Jane.
l-93	0	*	The magician vanished a rabbit into thin air.
rhl07	1		To whom did you give the ball?
ad03	1		Jason persuaded Medea to desert her family
bc01	0	*	Mickey slips all the time up.
ad03	1		Athena introduced Medea to Jason
l-93	1		Ellen and Helen conferred.
ks08	1		John tries to fix the computer.
bc01	1		Have they left?
c_13	1		Those Olympic hopefuls should practice diligently daily.
bc01	0	*	Each other's houses proved to the women that they had bad taste.
r-67	1		That barn has seven pine trees behind it.
r-67	1		That they spoke to the janitor about that robbery yesterday, the cops, is terrible.
m_02	0	*	The White Rabbit vanished his watch.
ks08	1		John gave the boys the CDs.
m_02	0	*	The critics ascribe Shakespeare this play.
bc01	0	*	There was known to everyone.
r-67	1		The government prescribes the height of the lettering on the covers of the reports.
ks08	0	*	The umpire called off it.
rhl07	1		She fell into a sulk.
b_82	0	*	The book to whom did you give.
ks08	1		We saw him beaten by the champion.
ks08	1		The piano played a song.
g_81	0	*	Where and when did Bill put the book?
ks08	1		Where did he tell you that he met Mary?
ad03	1		Anson demonized David every day.
r-67	1		How brave everybody must think you expect me to believe he is!
r-67	1		Few writers meet any playwrights in Vienna.
gj04	1		She coughed herself awake as the leaf landed on her nose.
sgww85	1		Pat was neither recommended for promotion nor under any illusions about what that meant.
r-67	0	*	If it, I've lost $500.
bc01	0	*	Guinevere has a single bone that is in every corner of the house.
ad03	1		Raffi has made pasta, and David has too.
sks13	1		This girl in the red coat will put a picture of Bill in the mailbox before tomorrow.
b_73	1		John is taller than 6 feet.
c_13	0	*	John must not do have eaten.
sks13	0	*	John convinced the rice to be cooked by Bill.
ks08	0	*	Alan is thinking about that his students are eager to learn English.
sks13	1		This girl in the red coat will eat her breakfast before tomorrow.
l-93	1		Paula spanked the naughty child with her right hand.
gj04	0	*	The professor talked us.
bc01	1		The branches knocked against the wall.
bc01	1		How intelligent do you consider John?
r-67	1		Evidence that he was drunk will be presented.
ks08	1		The scientist made her a robot.
gj04	1		Bill broke the bathtub into pieces.
l-93	0	*	I sought the woods for game.
bc01	1		Mickey looked up them.
l-93	1		$50 won't even purchase a dress at Bloomingdale's.
sks13	1		John heard their criticism of themselves.
ks08	1		To finish it on time made quite a statement, didn't it?
kl93	1		I'm sorry that anybody hates me.
cj99	0	*	The more people everyone who likes pays attention to, the happier we all are.
ks08	1		He washed himself.
ks08	0	*	They have no old.
bc01	1		John took Bill to be a fool.
c_13	1		Robin will eat cabbage but she won't ice cream.
ks08	1		Which city does Fred think that you believe that John lives in?
m_02	1		What place did you travel to?
bc01	0	*	They represented seriously Mary as a genuine linguist.
ks08	1		There is eager to be fifty students in this class.
ad03	0	*	Who had Poseidon run away, before the executioner murdered?
bc01	0	*	The boys were made a good mother by Aunt Mary.
bc01	1		Fruit hit the roof.
c_13	1		Spot ate a cat treat.
ks08	1		It is difficult for me to concentrate on calculus.
b_73	1		There is enough bread for all of you.
sgww85	1		They wanted to leave tomorrow or on Tuesday.
l-93	0	*	Rose accompanied.
g_81	1		I have wanted to meet the man who spent so much money planning the assassination of Kennedy for many years.
l-93	1		The builders destroyed the warehouse.
m_02	1		The terrier attacked the burglar and the terrier savaged the burglar's ankles.
ks08	1		She would never believe that story.
ad03	1		No one could remove the blood from the wall
ks08	0	*	The problem is easy to solve the question.
ks08	0	*	It may exist a man in the park.
m_02	1		Sally went to the party with Andrew.
m_02	1		George built both the houses.
c_13	0	*	Who did you like and John?
ad03	0	*	Jason knew those Medea had cast the spell
ks08	1		There remained just a few problems to be solved.
rhl07	1		I kicked him the ball, but the wind blew it astray.
cj99	1		Mary gets depressed when she listens to the Grateful Dead.
r-67	1		Sally might be, and everyone believes Sheila definitely is, pregnant.
ks08	1		The house has been lived in by several famous personages.
b_73	0	*	Any more reliable a man could not be found.
ad03	1		We believed Aphrodite to be omnipotent
c_13	1		The apple was bitten.
l-93	1		A ship appeared on the horizon.
c_13	0	*	Ate Bill his dinner?
ks08	1		I was wondering in which pocket it was that Kim had hidden the jewels.
r-67	1		I have a feeling that Arch will show up.
ad03	1		Owners of a pig love to eat truffles.
ad03	1		Gilgamesh did not fly the dragon.
sks13	1		The driver of the car thinks that Mary should leave Dallas for Boise tomorrow.
ad03	0	*	Anson put a book
ks08	1		When can we register for graduation?
cj99	1		Mary gets depressed if she listens to the Grateful Dead.
